Ortholog	Species	Method	Ka	Ks	KaKs	p_val	Length	S_Sites	N_Sites	Fold_Sites	Substitutions	S_Substitutions	N_Substitutions	Fold_S_Substitutions	Fold_N_Substitutions	Divergence_Time	Substitution_Rate_Ratio	GC	ML_Score	AICc	Akaike_Weight	Model
Pa_1_410	bellae-mahoneyi	MA	0.0076095	0.0373031	0.203991	1.22016e-06	2427	651.969	1775.03	NA	37	23.7884	13.2116	NA	NA	0.0155861	2.43581:2.58285:1.94894:2.01969:0.391775:1	0.278463(0.289766:0.251541:0.294081)	-3438.88	NA	NA	NA
Pa_1_410	pseudoanserina	MA	0.00825372	0.0274634	0.300536	0.000363117	2430	649.677	1780.32	NA	32	17.5481	14.4519	NA	NA	0.0133895	3.03138:3.74001:2.61363:2.81545:0.336824:1	0.278052(0.291615:0.249075:0.293465)	-3418.03	NA	NA	NA
Pa_1_410	pauciseta	MA	0.00764523	0.0306803	0.249191	4.44177e-05	2427	653.799	1773.2	NA	33	19.6916	13.3084	NA	NA	0.0138505	2.53841:2.85996:1.98024:2.13862:0.260622:1	0.278052(0.289766:0.251541:0.292848)	-3419.12	NA	NA	NA
Pa_1_410	pseudopauciseta	MA	0.00708553	0.0275563	0.257129	0.000113774	2430	648.346	1781.65	NA	30	17.5789	12.4211	NA	NA	0.0125473	2.90347:3.04264:2.61835:2.75172:0.351087:1	0.278463(0.291615:0.249075:0.294698)	-3407.01	NA	NA	NA
Pa_1_410	pseudocomata	MA	0.00656098	0.0302907	0.2166	1.26002e-05	2430	657.735	1772.27	NA	31	19.5753	11.4247	NA	NA	0.012984	2.88692:2.80838:2.28258:2.58928:0.282901:1	0.278874(0.290382:0.252158:0.294081)	-3407.06	NA	NA	NA
Pa_1_410	comata	MA	0.00671172	0.0249257	0.269269	0.000212254	2427	666.309	1760.69	NA	28	16.3596	11.6404	NA	NA	0.0117122	2.86364:2.9043:2.02614:2.34216:0.01:1	0.238389(0.244143:0.204069:0.266954)	-3392.44	NA	NA	NA
Pa_1_5130	bellae-mahoneyi	MA	0.00274028	0.0202718	0.135177	0.00105052	1623	401.115	1221.89	NA	11	7.79158	3.20842	NA	NA	0.00707309	24.3247:23.0614:24.4011:26.8896:0.01:1	0.268758(0.255535:0.23155:0.319188)	-2251.38	NA	NA	NA
Pa_1_5130	pseudoanserina	MA	0.0036709	0.0336259	0.109169	8.87065e-06	1623	398.582	1224.42	NA	17	12.7307	4.26934	NA	NA	0.0110273	16.2889:16.2602:16.3777:20.3982:2.04831:1	0.266605(0.256458:0.23155:0.311808)	-2286.32	NA	NA	NA
Pa_1_5130	pauciseta	MA	2.36844e-05	0.0236844	0.001	0	1623	392.778	1230.22	NA	9	8.9719	0.028101	NA	NA	0.00574975	18.0405:15.4034:21.9831:22.4565:0.01:1	0.269373(0.256458:0.23155:0.320111)	-2234.29	NA	NA	NA
Pa_1_5130	pseudopauciseta	MA	0.00269143	0.031338	0.0858839	9.72466e-06	1623	400.883	1222.12	NA	15	11.8876	3.11243	NA	NA	0.00976715	15.655:13.6423:14.7405:19.6788:2.56751:1	0.26722(0.256458:0.230627:0.314576)	-2274.73	NA	NA	NA
Pa_1_5130	pseudocomata	MA	0.00195174	0.0370977	0.0526108	9.37437e-08	1623	417.383	1205.62	NA	17	14.7574	2.24263	NA	NA	0.0109901	6.53018:5.47159:4.78842:5.00185:0.01:1	0.26722(0.255535:0.229705:0.316421)	-2279.1	NA	NA	NA
Pa_1_5130	comata	MA	0.000838825	0.0186021	0.045093	0	1623	404.077	1218.92	NA	8	7.04209	0.957907	NA	NA	0.00526134	22.6611:4.06403:25.621:26.7789:4.85279:1	0.26107(0.249077:0.228782:0.305351)	-2232.09	NA	NA	NA
Pa_1_5700	bellae-mahoneyi	MA	0.00712993	0.0232031	0.307284	0.00104193	2547	636.361	1910.64	NA	28	14.5636	13.4364	NA	NA	0.0111458	3.72304:2.91606:2.42187:2.47427:0.647922:1	0.271765(0.263529:0.213529:0.338235)	-3527.08	NA	NA	NA
Pa_1_5700	pseudoanserina	MA	0.00497737	0.0268036	0.185698	1.26219e-05	2547	630.418	1916.58	NA	26	16.6182	9.38185	NA	NA	0.0103797	3.28624:3.46994:2.01706:2.02927:0.35611:1	0.272941(0.265294:0.215294:0.338235)	-3516.34	NA	NA	NA
Pa_1_5700	pauciseta	MA	0.00280321	0.0183843	0.152478	0.000107221	2547	644.551	1902.45	NA	17	11.7237	5.27629	NA	NA	0.0067462	2.53882:2.09196:1.36242:1.36242:0.304393:1	0.27098(0.264118:0.212941:0.335882)	-3465.75	NA	NA	NA
Pa_1_5700	pseudopauciseta	MA	0.0055008	0.0340799	0.161409	3.20879e-07	2547	617.798	1929.2	NA	31	20.6113	10.3887	NA	NA	0.0124329	2.32942:2.46042:1.58588:1.59304:0.317734:1	0.272745(0.264118:0.214706:0.339412)	-3540.99	NA	NA	NA
Pa_1_5700	pseudocomata	MA	0.00411575	0.0318522	0.129214	5.1756e-08	2547	613.669	1933.33	NA	27	19.1886	7.81135	NA	NA	0.0107985	1.33538:1.28938:0.856301:0.85508:0.21668:1	0.270392(0.263529:0.213529:0.334118)	-3521.37	NA	NA	NA
Pa_1_5700	comata	MA	0.00577253	0.0213153	0.270816	0.00142574	2547	615.578	1931.42	NA	24	12.975	11.025	NA	NA	0.00952902	2.19957:2.25029:1.42011:1.42227:0.476525:1	0.239804(0.231176:0.191765:0.296471)	-3515.45	NA	NA	NA
Pa_2_10990	bellae-mahoneyi	MA	0.0101369	0.0479537	0.211389	0.000382725	1011	273.977	737.023	NA	20	12.7498	7.25022	NA	NA	0.0203851	7.85938:3.00447:1.17564:1.30103:0.482436:1	0.29941(0.269912:0.292035:0.336283)	-1439.9	NA	NA	NA
Pa_2_10990	pseudoanserina	MA	0.0104045	0.0277219	0.375317	0.0284061	1011	276.296	734.704	NA	15	7.50746	7.49254	NA	NA	0.0151372	11.7066:10.3004:12.237:12.8651:1.59978:1	0.296952(0.266962:0.289086:0.334808)	-1424.86	NA	NA	NA
Pa_2_10990	pauciseta	MA	0.0102642	0.0204988	0.500721	0.193809	1011	281.358	729.642	NA	13	5.65582	7.34418	NA	NA	0.0131125	5.71261:5.72243:3.53873:3.5707:0.355338:1	0.297443(0.269912:0.287611:0.334808)	-1413.96	NA	NA	NA
Pa_2_10990	pseudopauciseta	MA	0.0133125	0.0315538	0.421898	0.0536042	1011	276.198	734.802	NA	18	8.48087	9.51913	NA	NA	0.0182959	14.6601:10.8797:11.8938:13.126:1.66781:1	0.295969(0.265487:0.289086:0.333333)	-1440.58	NA	NA	NA
Pa_2_10990	pseudocomata	MA	0.00439493	0.0317602	0.138379	0.000858249	1011	281.026	729.974	NA	12	8.82714	3.17286	NA	NA	0.0120016	4.42011:4.09196:2.30106:2.33681:0.01:1	0.297935(0.271386:0.29056:0.331858)	-1405.71	NA	NA	NA
Pa_2_10990	comata	MA	0.0104419	0.0239494	0.436001	0.118388	1011	278.71	732.29	NA	14	6.5251	7.4749	NA	NA	0.0141656	28.3714:19.0557:15.3391:15.5569:0.01:1	0.170108(0.151917:0.184366:0.174041)	-1415.5	NA	NA	NA
Pa_2_11200	bellae-mahoneyi	MA	1.57959e-05	0.0157959	0.001	0	1122	268.769	853.231	NA	4	3.98734	0.0126582	NA	NA	0.00379583	30:21.0004:21.0215:21.0215:0.01:1	0.282222(0.285333:0.204:0.357333)	-1450.87	NA	NA	NA
Pa_2_11200	pseudoanserina	MA	2.97423e-05	0.0297423	0.001	0	1122	219.686	902.314	NA	6	5.97546	0.0245429	NA	NA	0.00584741	13.6731:9.43806:25.5353:26.2911:0.01:1	0.281778(0.285333:0.204:0.356)	-1461.31	NA	NA	NA
Pa_2_11200	pauciseta	MA	2.53919e-05	0.0253919	0.001	0	1122	213.025	908.975	NA	5	4.97876	0.0212443	NA	NA	0.00484152	3.01958:2.09542:2.6827:2.6827:8.90798:1	0.281778(0.285333:0.204:0.356)	-1457.89	NA	NA	NA
Pa_2_11200	pseudopauciseta	MA	1.97889e-05	0.0197889	0.001	0	1122	270.702	851.298	NA	5	4.98433	0.0156746	NA	NA	0.00478943	30:20.7163:20.7352:20.7352:0.01:1	0.281778(0.285333:0.204:0.356)	-1456.4	NA	NA	NA
Pa_2_11200	pseudocomata	MA	1.58485e-05	0.0158485	0.001	0	1122	268.056	853.944	NA	4	3.9873	0.0127023	NA	NA	0.00379842	30:20.9974:21.0185:21.0185:0.01:1	0.282222(0.284:0.204:0.358667)	-1451.81	NA	NA	NA
Pa_2_11200	comata	MA	1.5809e-05	0.015809	0.001	0	1122	268.774	853.226	NA	4	3.98734	0.0126579	NA	NA	0.00379905	30:20.9993:21.0203:21.0203:0.01:1	0.253778(0.254667:0.18:0.326667)	-1451.48	NA	NA	NA
Pa_2_1170	bellae-mahoneyi	MA	0.00392777	0.0365684	0.107409	4.1546e-06	1338	307.286	1030.71	NA	15	11.0272	3.97283	NA	NA	0.011424	0.840145:1.41814:0.509259:0.522863:0.356109:1	0.277778(0.259508:0.240492:0.333333)	-1888.85	NA	NA	NA
Pa_2_1170	pseudoanserina	MA	0.00293764	0.0275301	0.106707	3.59007e-05	1338	336.048	1001.95	NA	12	9.10364	2.89636	NA	NA	0.00911421	1.42811:0.962337:0.73767:0.939384:0.01:1	0.280388(0.261745:0.242729:0.336689)	-1871.13	NA	NA	NA
Pa_2_1170	pauciseta	MA	0.00309208	0.0337708	0.0915608	2.74836e-05	1338	325.93	1012.07	NA	14	10.9008	3.09922	NA	NA	0.0105653	2.68688:4.38852:1.65436:1.81989:0.01:1	0.277778(0.260626:0.242729:0.329978)	-1880.26	NA	NA	NA
Pa_2_1170	pseudopauciseta	MA	0.0029106	0.035203	0.0826806	1.72825e-06	1338	320.845	1017.15	NA	14	11.0925	2.90753	NA	NA	0.0106541	1.2791:1.37023:0.933165:0.996876:0.136117:1	0.279642(0.261745:0.242729:0.334452)	-1884.57	NA	NA	NA
Pa_2_1170	pseudocomata	MA	0.00193273	0.0472491	0.040905	1.75596e-09	1338	329.067	1008.93	NA	17	15.1055	1.89448	NA	NA	0.0130778	0.969528:0.551809:0.432749:0.464147:0.282767:1	0.278151(0.259508:0.241611:0.333333)	-1891.68	NA	NA	NA
Pa_2_1170	comata	MA	0.000975097	0.0335542	0.0290604	0	1338	302.012	1035.99	NA	11	10.0029	0.99714	NA	NA	0.00832881	0.959644:2.06796:0.780257:0.67121:0.283068:1	0.268456(0.253915:0.233781:0.317673)	-1861.36	NA	NA	NA
Pa_2_13990	bellae-mahoneyi	MA	0.00727909	0.0470613	0.154673	2.83479e-07	1890	374.344	1515.66	NA	28	17.2176	10.7824	NA	NA	0.0151586	2.14548:3.27597:2.3378:2.22113:4.12739:1	0.268621(0.273376:0.209192:0.323296)	-2632.87	NA	NA	NA
Pa_2_13990	pseudoanserina	MA	0.00634188	0.0121889	0.520298	0.143526	1890	540.969	1349.03	NA	15	6.52888	8.47112	NA	NA	0.00801547	5.84048:2.99815:1.35928:1.35928:1.13709:1	0.271791(0.272583:0.213946:0.328843)	-2561.89	NA	NA	NA
Pa_2_13990	pauciseta	MA	0.00290225	0.0114525	0.253416	0.0291234	1890	416.863	1473.14	NA	9	4.74799	4.25201	NA	NA	0.00478812	10.2831:11.0675:8.66135:8.66135:8.24657:1	0.271791(0.275753:0.211569:0.328051)	-2531.25	NA	NA	NA
Pa_2_13990	pseudopauciseta	MA	0.00456275	0.0165797	0.275201	0.00830916	1890	458.685	1431.31	NA	14	7.53192	6.46808	NA	NA	0.00747915	3.52513:3.56792:2.16035:2.16035:0.52727:1	0.271527(0.273376:0.213154:0.328051)	-2561.42	NA	NA	NA
Pa_2_13990	pseudocomata	MA	0.00360587	0.0093694	0.384856	0.0919973	1890	387.592	1502.41	NA	9	3.61184	5.38816	NA	NA	0.00478782	6.54875:8.41254:9.06104:10.0801:6.3576:1	0.270998(0.274168:0.211569:0.327258)	-2532.5	NA	NA	NA
Pa_2_13990	comata	MA	0.0047205	0.0244315	0.193214	0.000201856	1890	422.042	1467.96	NA	17	10.1672	6.83279	NA	NA	0.00912201	13.1872:12.7918:13.6448:14.3592:5.14537:1	0.26149(0.266244:0.207607:0.310618)	-2576.95	NA	NA	NA
Pa_2_14140	bellae-mahoneyi	MA	0.00202915	0.0374266	0.0542167	1.22004e-05	1263	243.055	1019.95	NA	11	8.96121	2.03879	NA	NA	0.00884113	1.62583:1.97402:0.98165:0.98165:0.550818:1	0.293049(0.272512:0.24763:0.359005)	-1703.33	NA	NA	NA
Pa_2_14140	pseudoanserina	MA	0.00102226	0.0393158	0.0260013	7.33205e-06	1263	179.611	1083.39	NA	8	6.91541	1.08459	NA	NA	0.00646799	3.74411:14.0716:0.883271:0.883271:0.01:1	0.292654(0.272512:0.24763:0.35782)	-1683.19	NA	NA	NA
Pa_2_14140	pauciseta	MA	0.00241318	0.00987765	0.244307	0.0926175	1263	413.442	849.558	NA	6	3.99464	2.00536	NA	NA	0.00485667	6.91741:1.53344:0.90274:0.90274:0.01:1	0.292654(0.271327:0.24763:0.359005)	-1676.84	NA	NA	NA
Pa_2_14140	pseudopauciseta	MA	0.000892393	0.0763788	0.0116838	1.83714e-08	1263	107.862	1155.14	NA	9	7.9991	1.0009	NA	NA	0.00733902	1.83927:23.5394:0.0437091:0.0437091:0.01:1	0.292259(0.272512:0.24763:0.356635)	-1684.92	NA	NA	NA
Pa_2_14140	pseudocomata	MA	0.00169684	0.0412108	0.0411745	1.03385e-06	1263	177.537	1085.46	NA	9	7.18998	1.81002	NA	NA	0.00725122	4.98062:21.838:7.29101:8.06901:0.01:1	0.293049(0.271327:0.24763:0.36019)	-1691.13	NA	NA	NA
Pa_2_14140	comata	MA	0.00203819	0.0395243	0.0515682	8.16883e-06	1263	232.159	1030.84	NA	11	8.95055	2.04945	NA	NA	0.0089287	3.76004:6.42994:2.37692:1.89392:0.951493:1	0.273302(0.260664:0.232227:0.327014)	-1701.41	NA	NA	NA
Pa_2_3000	bellae-mahoneyi	MA	0.00426273	0.0332351	0.12826	1.41187e-06	2055	407.058	1647.94	NA	20	13.1644	6.83561	NA	NA	0.0100016	2.76799:19.4463:0.0256388:0.0256388:0.768892:1	0.286997(0.274381:0.229985:0.356623)	-2784.57	NA	NA	NA
Pa_2_3000	pseudoanserina	MA	0.00446546	0.0263123	0.16971	2.41171e-05	2055	464.399	1590.6	NA	19	12.0157	6.98433	NA	NA	0.00940253	4.79898:11.9171:1.41547:1.47228:0.587605:1	0.288452(0.276565:0.230713:0.358079)	-2788.97	NA	NA	NA
Pa_2_3000	pauciseta	MA	0.00188901	0.0109763	0.172098	0.00220823	2055	458.458	1596.54	NA	8	5.00213	2.99787	NA	NA	0.00391633	2.1628:4.45295:0.957338:0.957338:0.422689:1	0.288937(0.277293:0.229985:0.359534)	-2729.7	NA	NA	NA
Pa_2_3000	pseudopauciseta	MA	0.0057399	0.0286133	0.200603	3.94196e-05	2055	464.332	1590.67	NA	22	13.0393	8.9607	NA	NA	0.0109082	5.69617:14.693:1.36397:1.42686:0.625868:1	0.288695(0.275837:0.231441:0.358806)	-2801.85	NA	NA	NA
Pa_2_3000	pseudocomata	MA	0.00520416	0.0236744	0.219822	0.000856312	2055	462.603	1592.4	NA	19	10.8158	8.18417	NA	NA	0.00936202	2.91675:4.69267:1.43049:1.48171:1.22692:1	0.287967(0.276565:0.229985:0.357351)	-2796.81	NA	NA	NA
Pa_2_3000	comata	MA	0.00342765	0.033977	0.100882	3.17291e-07	2055	472.999	1582	NA	21	15.702	5.29801	NA	NA	0.0104592	4.12301:4.4156:2.70307:2.65589:1.45255:1	0.23508(0.223435:0.193595:0.28821)	-2797.9	NA	NA	NA
Pa_2_3545	bellae-mahoneyi	MA	0.0147159	0.0372894	0.394639	0.0266515	1356	300.203	1055.8	NA	26	10.8881	15.1119	NA	NA	0.0197134	2.98136:3.37942:2.22218:2.2238:0.415812:1	0.266595(0.270563:0.207792:0.321429)	-1941.24	NA	NA	NA
Pa_2_3545	pauciseta	MA	0.00515159	0.0346769	0.14856	0.000257616	1332	295.356	1036.64	NA	15	9.85923	5.14077	NA	NA	0.0116985	4.1021:3.84748:3.11365:3.09431:0.90587:1	0.262626(0.264069:0.20671:0.3171)	-1853.11	NA	NA	NA
Pa_2_3545	pseudoanserina	MA	0.0113064	0.0339318	0.333209	0.00729117	1344	292.842	1051.16	NA	21	9.5626	11.4374	NA	NA	0.0162362	1.16454:1.33105:0.766739:0.735974:0.289888:1	0.263709(0.267316:0.20671:0.3171)	-1903.44	NA	NA	NA
Pa_2_3545	pseudopauciseta	MA	0.011494	0.0327621	0.350833	0.00830749	1344	297.999	1046	NA	21	9.41091	11.5891	NA	NA	0.0162097	1.25913:1.51764:0.755025:0.767005:0.15694:1	0.264069(0.267316:0.207792:0.3171)	-1903.82	NA	NA	NA
Pa_2_3545	pseudocomata	MA	0.0146282	0.0381699	0.38324	0.00991015	1347	250.851	1096.15	NA	25	9.347	15.653	NA	NA	0.0190124	3.49815:3.47569:2.25795:2.27486:0.24903:1	0.265152(0.267316:0.201299:0.32684)	-1858.86	NA	NA	NA
Pa_2_3545	comata	MA	0.0132672	0.0245265	0.540932	0.162186	1308	284.052	1023.95	NA	20	6.77979	13.2202	NA	NA	0.0157123	1.41619:1.44594:0.842164:0.831582:0.156329:1	0.15368(0.152597:0.130952:0.177489)	-1846.73	NA	NA	NA
Pa_2_7080	bellae-mahoneyi	MA	0.00328275	0.0482187	0.0680805	1.27946e-09	1596	363.288	1232.71	NA	21	17.0591	3.94085	NA	NA	0.0135113	2.01449:2.19666:1.50829:1.50792:0.696227:1	0.266417(0.272983:0.205441:0.320826)	-2214.2	NA	NA	NA
Pa_2_7080	pseudoanserina	MA	0.00534378	0.0262255	0.203763	0.00080858	1596	369.287	1226.71	NA	16	9.5416	6.4584	NA	NA	0.0101754	4.64982:4.79821:3.6837:3.66463:0.728716:1	0.26454(0.272045:0.206379:0.315197)	-2198.92	NA	NA	NA
Pa_2_7080	pauciseta	MA	0.00340893	0.0282685	0.120591	0.000104289	1596	352.404	1243.6	NA	14	9.82075	4.17925	NA	NA	0.00889803	2.90223:2.82937:2.87194:2.88263:0.841536:1	0.264853(0.273921:0.205441:0.315197)	-2182.8	NA	NA	NA
Pa_2_7080	pseudopauciseta	MA	0.005347	0.0323328	0.165374	7.77261e-05	1596	362.669	1233.33	NA	18	11.5208	6.47917	NA	NA	0.0114791	4.50175:4.06558:3.89407:3.91009:0.727589:1	0.263602(0.271107:0.205441:0.314259)	-2206.47	NA	NA	NA
Pa_2_7080	pseudocomata	MA	0.00557861	0.0228394	0.244254	0.00201803	1596	363.853	1232.15	NA	15	8.20955	6.79045	NA	NA	0.00951368	2.03261:2.8198:1.81521:1.69109:0.749477:1	0.266417(0.273921:0.208255:0.317073)	-2191.93	NA	NA	NA
Pa_2_7080	comata	MA	0.00426571	0.0338221	0.126122	2.62234e-05	1596	355.571	1240.43	NA	17	11.8057	5.19431	NA	NA	0.0108505	2.40231:3.2088:2.1745:2.18321:1.28475:1	0.211069(0.218574:0.164165:0.250469)	-2199.15	NA	NA	NA
Pa_2_7130	bellae-mahoneyi	MA	0.00216085	0.0141948	0.152228	6.37342e-05	3411	983.412	2427.59	NA	19	13.8103	5.18965	NA	NA	0.00563031	3.23146:3.04037:2.01814:2.09558:0.152048:1	0.276069(0.296573:0.241652:0.289982)	-4515.69	NA	NA	NA
Pa_2_7130	pseudoanserina	MA	0.0020058	0.0120662	0.166232	8.47184e-05	3411	922.032	2488.97	NA	16	11.0441	4.95588	NA	NA	0.00472524	1.37829:1.83193:0.823328:1.09751:0.01:1	0.276948(0.296573:0.241213:0.293058)	-4498.09	NA	NA	NA
Pa_2_7130	pauciseta	MA	0.000871259	0.0142634	0.0610836	1.92065e-06	3411	909.021	2501.98	NA	15	12.8411	2.15892	NA	NA	0.00444022	23.9362:25.6802:25.6759:26.3074:7.56282:1	0.276508(0.296573:0.241213:0.29174)	-4487.46	NA	NA	NA
Pa_2_7130	pseudopauciseta	MA	0.00127448	0.0133447	0.0955049	1.99164e-05	3411	893.932	2517.07	NA	15	11.8211	3.17888	NA	NA	0.00443777	17.8387:25.1443:17.1935:20.2857:0.01:1	0.276216(0.296134:0.241213:0.291301)	-4489.5	NA	NA	NA
Pa_2_7130	pseudocomata	MA	0.00133925	0.0194772	0.0687601	2.80605e-08	3411	981.839	2429.16	NA	22	18.8015	3.19849	NA	NA	0.00656016	5.57889:7.02583:2.69642:2.77844:0.01:1	0.276069(0.296134:0.240773:0.291301)	-4527.28	NA	NA	NA
Pa_2_7130	comata	MA	0.00242525	0.0147983	0.163888	0.000114249	3411	880.732	2530.27	NA	19	12.9178	6.08217	NA	NA	0.00562	2.09671:3.67799:1.24693:2.08422:0.01:1	0.260545(0.278559:0.226714:0.276362)	-4524.9	NA	NA	NA
Pa_2_800	bellae-mahoneyi	MA	0.00277382	0.0219669	0.126272	2.69789e-07	3249	854.71	2394.29	NA	25	18.4675	6.53245	NA	NA	0.00782291	5.5959:6.3641:3.10737:3.10737:0.118463:1	0.283364(0.271218:0.231089:0.347786)	-4413.49	NA	NA	NA
Pa_2_800	pseudoanserina	MA	0.00212291	0.0154748	0.137185	5.32548e-05	3249	847.945	2401.06	NA	18	12.964	5.03596	NA	NA	0.00560756	4.20871:7.77398:1.40978:1.48238:0.01:1	0.283979(0.270756:0.231089:0.350092)	-4371.27	NA	NA	NA
Pa_2_800	pauciseta	MA	0.00244877	0.0189773	0.129037	1.09714e-06	3249	810.305	2438.69	NA	21	15.1259	5.87413	NA	NA	0.00657101	2.80264:7.39712:0.862115:0.621313:0.379842:1	0.282595(0.270756:0.230627:0.346402)	-4392.38	NA	NA	NA
Pa_2_800	pseudopauciseta	MA	0.00207763	0.0210398	0.0987477	4.03867e-08	3249	823.491	2425.51	NA	22	17.043	4.95698	NA	NA	0.00688377	3.67621:8.25966:1.48302:1.26713:0.154373:1	0.283518(0.270756:0.231089:0.348708)	-4395.22	NA	NA	NA
Pa_2_800	pseudocomata	MA	0.00249724	0.0211539	0.118051	1.2434e-07	3249	816.935	2432.06	NA	23	17.0188	5.98118	NA	NA	0.00718831	2.10516:3.75443:0.985836:0.706472:0.160389:1	0.282288(0.270756:0.230627:0.34548)	-4402.4	NA	NA	NA
Pa_2_800	comata	MA	0.00121411	0.0257804	0.0470944	1.76478e-11	3249	794.652	2454.35	NA	23	20.0794	2.92064	NA	NA	0.00722262	0.991826:2.51281:0.226525:0.29114:0.01:1	0.263684(0.248616:0.219557:0.322878)	-4395.3	NA	NA	NA
Pa_2_8165	bellae-mahoneyi	MA	0.00685262	0.0315961	0.216882	2.14801e-05	2019	553.986	1465.01	NA	27	17.1587	9.84127	NA	NA	0.0136419	3.69718:3.6544:3.05033:3.09925:1.80952:1	0.261235(0.259259:0.234074:0.29037)	-2836.95	NA	NA	NA
Pa_2_8165	pseudoanserina	MA	0.00915031	0.0293139	0.312149	0.00227127	2022	549.342	1472.66	NA	29	15.7883	13.2117	NA	NA	0.0146284	16.348:18.8564:16.3394:16.5975:5.91075:1	0.261481(0.259259:0.236296:0.288889)	-2848.5	NA	NA	NA
Pa_2_8165	pauciseta	MA	0.00576248	0.0278074	0.207228	0.000100483	2022	534.974	1487.03	NA	23	14.5938	8.40624	NA	NA	0.0115951	8.9183:9.38032:10.2266:10.1677:5.56204:1	0.260988(0.260741:0.233333:0.288889)	-2816.26	NA	NA	NA
Pa_2_8165	pseudopauciseta	MA	0.00926202	0.0254463	0.363983	0.00661561	2022	540.04	1481.96	NA	27	13.5079	13.4921	NA	NA	0.0135846	14.5809:15.9193:15.9461:16.0297:6.24171:1	0.261235(0.258519:0.235556:0.28963)	-2840.18	NA	NA	NA
Pa_2_8165	pseudocomata	MA	0.00800359	0.0281603	0.284215	0.000536508	2022	560.482	1461.52	NA	27	15.5072	11.4928	NA	NA	0.0135909	2.85825:3.4373:2.30912:2.41008:0.327571:1	0.261235(0.262222:0.233333:0.288148)	-2842.79	NA	NA	NA
Pa_2_8165	comata	MA	0.00671865	0.026673	0.25189	0.000241019	2019	541.65	1477.35	NA	24	14.2262	9.77381	NA	NA	0.0120719	3.59327:3.63996:3.72602:3.8775:1.27612:1	0.25358(0.248889:0.228148:0.283704)	-2822.03	NA	NA	NA
Pa_2_9380	bellae-mahoneyi	MA	0.00634605	0.032122	0.19756	2.03699e-06	2658	617.611	2040.39	NA	32	19.3625	12.6375	NA	NA	0.0123353	5.70455:7.60248:2.64142:2.64142:0.01:1	0.297191(0.300562:0.228652:0.36236)	-3618.49	NA	NA	NA
Pa_2_9380	pseudoanserina	MA	0.00303901	0.0243057	0.125033	6.55014e-06	2667	594.504	2072.5	NA	20	13.9288	6.07121	NA	NA	0.0077796	7.55188:13.1795:4.62258:4.79666:0.01:1	0.301124(0.305056:0.230337:0.367978)	-3647.13	NA	NA	NA
Pa_2_9380	pauciseta	MA	0.00261884	0.0164039	0.159647	0.00041514	2667	621.209	2045.79	NA	15	9.83118	5.16882	NA	NA	0.00582971	9.36685:9.54262:5.6338:5.3639:1.35622:1	0.299625(0.305056:0.229775:0.364045)	-3625.45	NA	NA	NA
Pa_2_9380	pseudopauciseta	MA	0.00334978	0.0262276	0.12772	9.20969e-07	2667	561.785	2105.21	NA	21	14.2025	6.7975	NA	NA	0.00816883	2.29343:6.70097:1.14362:1.41686:1.61757:1	0.301124(0.305056:0.230337:0.367978)	-3654.66	NA	NA	NA
Pa_2_9380	pseudocomata	MA	0.00315736	0.0213815	0.147668	3.54885e-05	2667	622.023	2044.98	NA	19	12.7905	6.20949	NA	NA	0.00740776	8.69104:9.77914:4.42242:4.42242:0.322313:1	0.300562(0.304494:0.230337:0.366854)	-3648.01	NA	NA	NA
Pa_2_9380	comata	MA	0.0036037	0.0158542	0.227302	0.00164855	2667	619.259	2047.74	NA	17	9.70522	7.29478	NA	NA	0.00644819	5.7272:8.20573:2.44675:2.44675:0.01:1	0.264794(0.267978:0.201685:0.324719)	-3550.39	NA	NA	NA
Pa_2_9940	bellae-mahoneyi	MA	2.01803e-05	0.0201803	0.001	0	1302	257.39	1044.61	NA	5	4.97979	0.0202104	NA	NA	0.0040056	30:26.604:21.3662:21.3662:0.01:1	0.295019(0.298851:0.195402:0.390805)	-1693.55	NA	NA	NA
Pa_2_9940	pseudoanserina	MA	2.46108e-05	0.0246108	0.001	0	1302	252.716	1049.28	NA	6	5.97519	0.0248092	NA	NA	0.00479674	29.4655:30:22.0227:22.0227:0.01:1	0.29387(0.298851:0.195402:0.387356)	-1699.95	NA	NA	NA
Pa_2_9940	pauciseta	MA	0.00229761	0.0337537	0.0680701	3.75901e-05	1302	239.285	1062.71	NA	10	7.67865	2.32135	NA	NA	0.00807869	18.5286:17.6689:22.8908:23.0924:0.01:1	0.293487(0.297701:0.194253:0.388506)	-1726.06	NA	NA	NA
Pa_2_9940	pseudopauciseta	MA	2.53011e-05	0.0253011	0.001	0	1302	243.221	1058.78	NA	6	5.97399	0.0260057	NA	NA	0.00474697	24.2711:29.9908:19.0246:19.0246:0.01:1	0.29387(0.298851:0.195402:0.387356)	-1699.89	NA	NA	NA
Pa_2_9940	pseudocomata	MA	0.000830698	0.0436513	0.0190303	0	1302	195.452	1106.55	NA	9	8.12465	0.875348	NA	NA	0.00725879	10.0379:11.458:16.5301:8.65233:20.9968:1	0.294253(0.297701:0.195402:0.389655)	-1719.78	NA	NA	NA
Pa_2_9940	comata	MA	0.00116576	0.0322959	0.0360963	1.38474e-05	1302	253.697	1048.3	NA	9	7.83185	1.16815	NA	NA	0.0072315	30:29.9036:22.0726:22.0726:0.01:1	0.259004(0.258621:0.178161:0.34023)	-1716.77	NA	NA	NA
