PFAM	Description	Type	Subset_Count	total_PFAMs_subset	total_genes_subset	Rest_Count	total_PFAMs_rest	total_genes_rest	Odds_ratio	P_Value	P_Value_Adj
PF24948	ATP-citrate synthase ATP-grasp domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03896	Translocon-associated protein (TRAP), alpha subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05178	KRI1-like family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06738	Putative threonine/serine exporter	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23445	Winged Helix-turn-helix domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF22191	IBR domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF14420	Clr5 domain	Other	0	172	181	12	10809	10903	0.0000	1.0	1.0
PF21245	PI4KB/PIK1, accessory (PIK) domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01264	Chorismate synthase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03987	Autophagocytosis associated protein, active-site domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20843	Rax2 third domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04046	PSP	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16990	Carbohydrate binding module (family 35)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15456	Up-regulated During Septation	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03604	DNA directed RNA polymerase, 7 kDa subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11708	Pre-mRNA splicing Prp18-interacting factor	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01741	Large-conductance mechanosensitive channel, MscL	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04059	RNA recognition motif 2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07063	2-oxoadipate dioxygenase/decarboxylase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08726	Ca2+ insensitive EF hand	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10338	YBL028C ribosome biogenesis factor, N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01187	Macrophage migration inhibitory factor (MIF)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23865	Domain of unknown function (DUF7223)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00764	Arginosuccinate synthase N-terminal HUP domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21928	XLF protein coiled-coil region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04437	RINT-1/TIP-1 family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02594	Uncharacterised ACR, YggU family COG1872	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22952	Eukaryotic type KH-domain (KH-domain type I)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23554	Dedicator of cytokinesis (DOCK) TPR region	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01599	Ribosomal protein S27a	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12923	Ribosomal RNA-processing protein 7 (RRP7) C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17832	Pre-PUA-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06202	Amylo-alpha-1,6-glucosidase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09441	ARS binding protein 2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20770	PAN2 N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01842	ACT domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13691	tRNase Z endonuclease	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12009	Telomerase ribonucleoprotein complex - RNA binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09757	Arb2-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13844	Glycosyl transferase family 41	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07574	Nse1 non-SMC component of SMC5-6 complex	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15409	Pleckstrin homology domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16507	Proteasome activator complex subunit 4, mid HEAT repeats region	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03619	Organic solute transporter Ostalpha	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00479	Glucose-6-phosphate dehydrogenase, NAD binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03330	Lytic transglycolase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF02877	Poly(ADP-ribose) polymerase, regulatory domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07818	HCNGP-like protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04387	Protein tyrosine phosphatase-like protein, PTPLA	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23120	Peroxisomal ATPase 6 N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04434	SWIM zinc finger	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03657	UPF0113 PUA domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08689	Mediator complex subunit Med5	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF18826	Bacteroidetes VLRF1 release factor	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00041	Fibronectin type III domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09816	RNA polymerase II transcription elongation factor	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11262	Transcription factor/nuclear export subunit protein 2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04840	Vps16, C-terminal region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01912	eIF-6 family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08241	Methyltransferase domain	Other	0	172	181	14	10809	10903	0.0000	1.0	1.0
PF06831	Formamidopyrimidine-DNA glycosylase H2TH domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04561	RNA polymerase Rpb2, domain 2	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF14204	Ribosomal L18 C-terminal region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03666	Nitrogen Permease regulator of amino acid transport activity 3	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12859	Anaphase-promoting complex subunit 1 WD40 beta-propeller domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20635	Survival Motor Neuron, YG-box	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00290	Tryptophan synthase alpha chain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07780	Spb1 C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02205	WH2 motif	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08628	Sorting nexin C terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00013	KH domain	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF13329	Autophagy-related protein 2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23742	C3G9 VBS-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05532	CsbD-like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04588	Hypoxia induced protein conserved region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01556	DnaJ C terminal domain	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF03727	Hexokinase	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF13867	Sin3 binding region of histone deacetylase complex subunit SAP30	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09794	Transport protein Avl9	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22597	Dynein heavy chain, ATPase lid domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00318	Ribosomal protein S2	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF06884	Protein of unknown function (DUF1264)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22042	Elongation factor G domain 2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06912	Protein of unknown function (DUF1275)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF06087	Tyrosyl-DNA phosphodiesterase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01154	Hydroxymethylglutaryl-coenzyme A synthase N terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04959	Arsenite-resistance protein 2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16450	Proteasomal ATPase OB C-terminal domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF25391	G protein beta WD-40 repeat protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12511	Protein of unknown function (DUF3716)	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF10058	ER junction formation factor lunapark, zinc ribbon finger	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24855	Domain of unknown function (DUF7729)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09419	Mitochondrial PGP phosphatase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04495	GRASP55/65 PDZ-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00781	Diacylglycerol kinase catalytic domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF06978	Ribonucleases P/MRP protein subunit POP1, N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23726	RSE1/DDB1/CPSF1 second beta-propeller	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF18368	Exo-beta-D-glucosaminidase Ig-fold domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17865	Midasin AAA lid domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03224	V-ATPase subunit H	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08427	Armadillo-like helical domain-containing protein 3, C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08630	Dfp1/Him1, central region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13093	Kinetochore complex Fta4 of Sim4 subunit, or CENP-50	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12949	HeH/LEM domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01751	Toprim domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF00850	Histone deacetylase domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF25577	TAF2-like, TPR repeats	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04457	MJ1316 RNA cyclic group end recognition domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13472	GDSL-like Lipase/Acylhydrolase family	Other	0	172	181	14	10809	10903	0.0000	1.0	1.0
PF00703	Glycosyl hydrolases family 2	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF03983	SLA1 homology domain 1, SHD1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00191	Annexin	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14475	Sec1-binding region of Mso1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15902	Sortilin, neurotensin receptor 3,	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12722	High-temperature-induced dauer-formation protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11919	Proteasome activator complex subunit 4-like, C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01159	Ribosomal protein L6e	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02374	Anion-transporting ATPase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09335	VTT domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF04383	KilA-N domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF11718	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12224	Putative amidoligase enzyme	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF11204	Protein of unknown function (DUF2985)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03737	Aldolase/RraA	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25484	Domain of unknown function (DUF7907)	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF08227	DASH complex subunit Hsk3 like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01432	Peptidase family M3	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF05189	RNA 3'-terminal phosphate cyclase (RTC), insert domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25447	ZNF598 RING finger domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00262	Calreticulin family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24503	Domain of unknown function (DUF7590)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00984	UDP-glucose/GDP-mannose dehydrogenase family, central domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12002	MgsA AAA+ ATPase C terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02045	CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02929	Beta galactosidase small chain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF25173	WDR3 first beta-propeller domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF13462	Thioredoxin	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00195	Chalcone and stilbene synthases, N-terminal domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF09497	Transcription mediator complex subunit Med12	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15055	DMAC1/Dmo2-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09494	Slx4 endonuclease	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24685	RRP5 OB-fold domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16886	ATPsynthase alpha/beta subunit barrel-sandwich domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10280	Mediator complex protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23243	HEATR1-like, HEAT repeats	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07923	N1221-like protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01431	Peptidase family M13	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08656	DASH complex subunit Dad3	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00349	Hexokinase	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF00730	HhH-GPD superfamily base excision DNA repair protein	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF25026	Asd-4-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17034	Zinc-ribbon like family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07281	Insulin-induced protein (INSIG)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01231	Indoleamine 2,3-dioxygenase	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF02630	SCO1/SenC	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01218	Coproporphyrinogen III oxidase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13532	2OG-Fe(II) oxygenase superfamily	Other	0	172	181	7	10809	10903	0.0000	1.0	1.0
PF02271	Ubiquinol-cytochrome C reductase complex 14kD subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10281	Putative nuclear envelope organisation protein	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01245	Ribosomal protein L19	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23411	Vps42 beta-propeller	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00809	Pterin binding enzyme	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03931	Skp1 family, tetramerisation domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF17871	AAA lid domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF00097	Zinc finger, C3HC4 type (RING finger)	Other	0	172	181	7	10809	10903	0.0000	1.0	1.0
PF01433	Peptidase family M1 domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF01916	Deoxyhypusine synthase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25758	Importin-11-like, TPR repeats	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20637	Autophagy protein ATG5, alpha-helical bundle region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13365	Trypsin-like peptidase domain	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF09445	RNA cap guanine-N2 methyltransferase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01509	TruB family pseudouridylate synthase (N terminal domain)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF04116	Fatty acid hydroxylase	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF20174	Family of unknown function (DUF6540)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01507	Phosphoadenosine phosphosulfate reductase domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF10544	T5orf172 domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04801	RPC5 protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20778	SLS1 protein C-terminal beta barrel domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF18601	EZH2 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00390	Malic enzyme, N-terminal domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF24571	Cohesin subunit SCC3/SA, HEAT-repeats domain	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00394	Multicopper oxidase	Other	0	172	181	15	10809	10903	0.0000	1.0	1.0
PF05063	MT-A70	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04140	Isoprenylcysteine carboxyl methyltransferase (ICMT) family	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08552	Inositolphosphorylceramide synthase subunit Kei1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00515	Tetratricopeptide repeat	NLR-associated	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF01661	Macro domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF04053	COPA/B second beta-propeller	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF00411	Ribosomal protein S11	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF05205	COMPASS (Complex proteins associated with Set1p) component shg1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02824	TGS domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF13174	Tetratricopeptide repeat	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11976	Ubiquitin-2 like Rad60 SUMO-like	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF02244	Carboxypeptidase activation peptide	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09532	FDF domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03715	Noc2p family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09296	NADH pyrophosphatase-like rudimentary NUDIX domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17183	Get5, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01593	Flavin containing amine oxidoreductase	Other	0	172	181	14	10809	10903	0.0000	1.0	1.0
PF08031	Berberine and berberine like	Other	0	172	181	17	10809	10903	0.0000	1.0	1.0
PF06032	S-Me-THD-like, N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14608	RNA-binding, Nab2-type zinc finger	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF01777	Ribosomal L27e protein family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13774	Regulated-SNARE-like domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF12265	Histone-binding protein RBBP4 or subunit C of CAF1 complex	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01124	MAPEG family	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF23341	PEP5/VPS11 N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16123	Hydroxyacylglutathione hydrolase C-terminus	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13489	Methyltransferase domain	Other	0	172	181	22	10809	10903	0.0000	1.0	1.0
PF21235	E3 ubiquitin-protein ligase ARIH1, UBA-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12456	Inositol phosphatase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00996	GDP dissociation inhibitor	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08953	Domain of unknown function (DUF1899)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12627	Probable RNA and SrmB- binding site of polymerase A	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12134	PRP8 domain IV core	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25440	RIC1 second beta propeller domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10469	AKAP7 2'5' RNA ligase-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02320	Ubiquinol-cytochrome C reductase hinge protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12808	Micro-tubular organiser Mto1 C-term Mto2-binding region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08144	CPL (NUC119) domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22099	Magnesium transporter MRS2-like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03467	Smg-4/UPF3 family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03878	YIF1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07651	ANTH domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF18947	HAMP domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00722	Glycosyl hydrolases family 16	Other	0	172	181	10	10809	10903	0.0000	1.0	1.0
PF14737	Domain of unknown function (DUF4470)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01282	Ribosomal protein S24e	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12341	Minichromosome loss protein, Mcl1, middle region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF02464	Competence-damaged protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13696	Zinc knuckle	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07955	Protein of unknown function (DUF1687)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02637	GatB domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04992	RNA polymerase Rpb1, domain 6	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF18086	Diphosphoinositol pentakisphosphate kinase 2 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07488	Glycosyl hydrolase family 67 middle domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00925	GTP cyclohydrolase II	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF07928	Vps54-like protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21143	Intron-binding protein aquarius, beta-barrel	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11865	Serine/threonine-protein kinase mTOR domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
